timetableStop_id;station;eva;start;plannedArrivalPath;trainCategory;trainNumber;arrivingLine;plannedArrival;changedArrivalTime;cancellationTime;eventStatus;arrival_delay;operator;Verbindung;week_number
5360680897387999548-2410291938-4;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Hochheim(Main);N;12771;SE14;2024-10-29 20:10:00;2024-10-29 20:13:00;;;3;DB Regio AG;SE14;43
5087591041723649620-2410291907-18;Mainz Hbf;8000240;Idar-Oberstein;Idar-Oberstein|Fischbach-Weierbach|Kirnsulzbach|Kirn|Hochstetten(Nahe)|Martinstein|Monzingen|Bad Sobernheim|Staudernheim|Norheim|Bad Münster a Stein|Bad Kreuznach|Gensingen-Horrweiler|Ockenheim|Gau Algesheim|Ingelheim|Heidesheim(Rheinhess);RB;29583;33;2024-10-29 20:33:00;2024-10-29 20:37:00;;;4;DB Regio AG;RB33;43
8298546341087869344-2411010341-16;Wiesbaden Hbf;8000250;Frankfurt(M)Konstablerwache;Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Kastel|Wiesbaden Ost;S;35904;9;2024-11-01 04:34:00;2024-11-01 04:38:00;;;4;DB Regio AG;S9;43
-3506777953479696765-2411060904-7;Mainz Hbf;8000240;Koblenz Hbf;Koblenz Hbf|Boppard Hbf|Oberwesel|Bacharach|Bingen(Rhein) Hbf|Ingelheim;RE;4257;2;2024-11-06 10:08:00;2024-11-06 10:19:00;;;11;DB Regio AG;RE2;44
-3994803738459763974-2411090650-4;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;Stuttgart Hbf|Mannheim Hbf|Mainz Hbf;ICE;694;;2024-11-09 08:52:00;2024-11-09 08:50:00;;;-2;DB Fernverkehr AG;Stuttgart Hbf-Frankfurt(Main)Hbf;44
1187173393930922181-2411061018-4;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord;S;35829;8;2024-11-06 10:31:00;2024-11-06 10:33:00;;;2;DB Regio AG;S8;44
-690776802853422910-2411060641-8;Mainz Hbf;8000240;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Plochingen|Stuttgart Hbf|Mannheim Hbf;ICE;692;;2024-11-06 10:15:00;2024-11-06 10:29:00;;;14;DB Fernverkehr AG;München Hbf-Mainz Hbf;44
3665201116495013418-2410271108-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Niederrad|Frankfurt(M) Flughafen Regionalbf|Rüsselsheim|Mainz-Bischofsheim|Mainz Römisches Theater;RE;4256;2;2024-10-27 11:49:00;2024-10-27 12:08:00;;;19;DB Regio AG;RE2;43
3596733780499351643-2411090434-11;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Bonn Hbf|Koblenz Hbf|Mainz Hbf|Frankfurt(M) Flughafen Fernbf;ICE;23;;2024-11-09 08:14:00;2024-11-09 08:29:00;;;15;DB Fernverkehr AG;Dortmund Hbf-Frankfurt(Main)Hbf;44
-6223962037244896084-2411090448-6;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|Ingolstadt Hbf|Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf;ICE;822;;2024-11-09 08:04:00;2024-11-09 08:06:00;;;2;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;44
6647942726859608413-2410271058-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35830;8;2024-10-27 11:56:00;2024-10-27 11:59:00;;;3;DB Regio AG;S8;43
448907901268932592-2411090710-6;Frankfurt(Main)Hbf;8000105;Köln Messe/Deutz Gl.11-12;Köln Messe/Deutz Gl.11-12|Siegburg/Bonn|Montabaur|Limburg Süd|Frankfurt(M) Flughafen Fernbf;ICE;813;;2024-11-09 08:41:00;2024-11-09 09:21:00;2024-11-09 07:35:00;c;40;DB Fernverkehr AG;Köln Messe/Deutz Gl.11-12-Frankfurt(Main)Hbf;44
-3427774170099505474-2411081113-18;Wiesbaden Hbf;8000250;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Ludwigshafen-Oggersheim|Frankenthal Süd|Frankenthal Hbf|Bobenheim|Worms Hbf|Osthofen|Guntersblum|Dienheim|Oppenheim|Nierstein|Nackenheim|Bodenheim|Mainz Römisches Theater|Mainz Hbf;S;38612;6;2024-11-08 12:47:00;2024-11-08 12:48:00;;;1;DB Regio AG;S6;44
-2747435270774906120-2411042256-4;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Rüsselsheim|Mainz-Bischofsheim;RB;29588;33;2024-11-04 23:33:00;2024-11-04 23:50:00;;;17;DB Regio AG;RB33;44
7537395545451740415-2410271728-8;Wiesbaden Hbf;8000250;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Stuttgart Hbf|Mannheim Hbf|Mainz Hbf;ICE;512;;2024-10-27 21:31:00;2024-10-27 21:33:00;;;2;DB Fernverkehr AG;München Hbf-Wiesbaden Hbf;43
8322424274180843926-2411041928-7;Mainz Hbf;8000240;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Stuttgart Hbf|Mannheim Hbf;ICE;510;;2024-11-04 23:15:00;2024-11-04 23:26:00;;;11;DB Fernverkehr AG;München Hbf-Mainz Hbf;44
4477204509710410756-2410272027-2;Wiesbaden Hbf;8000250;Köln Hbf;Köln Hbf;ICE;205;;2024-10-27 21:20:00;2024-10-27 21:31:00;;;11;DB Fernverkehr AG;Köln Hbf-Wiesbaden Hbf;43
-12730430947485250-2411041318-4;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord;S;35841;8;2024-11-04 13:31:00;2024-11-04 13:39:00;;;8;DB Regio AG;S8;44
3704713885565394549-2411041036-9;Mainz Hbf;8000240;Dortmund Hbf;Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Bonn Hbf|Koblenz Hbf;ICE;29;;2024-11-04 13:39:00;2024-11-04 13:53:00;;;14;DB Fernverkehr AG;Dortmund Hbf-Mainz Hbf;44
2349690454587510218-2411041308-6;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Niederrad|Rüsselsheim|Mainz-Bischofsheim|Mainz Römisches Theater;RE;4258;2;2024-11-04 13:49:00;2024-11-04 13:49:00;;;0;DB Regio AG;RE2;44
-7306060287928860392-2411040915-7;Mainz Hbf;8000240;Hamburg Dammtor;Hamburg Dammtor|Hamburg Hbf|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe|Frankfurt(Main)Hbf;ICE;597;;2024-11-04 13:40:00;2024-11-04 13:50:00;;;10;DB Fernverkehr AG;Hamburg Dammtor-Mainz Hbf;44
3684226397407299821-2411041749-8;Wiesbaden Hbf;8000250;Kelsterbach;Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Kastel|Wiesbaden Ost;S;29056;9;2024-11-04 18:19:00;2024-11-04 18:22:00;;;3;DB Regio AG;S9;44
4647045061590027487-2411041513-7;Wiesbaden Hbf;8000250;Basel SBB;Basel SBB|Basel Bad Bf|Freiburg(Breisgau) Hbf|Offenburg|Karlsruhe Hbf|Mannheim Hbf;ICE;104;;2024-11-04 18:31:00;2024-11-04 18:30:00;;;-1;DB Fernverkehr AG;Basel SBB-Wiesbaden Hbf;44
-5897628308489078401-2411041723-4;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Mainz-Kastel;VIA;25078;RB10;2024-11-04 17:58:00;2024-11-04 18:06:00;;;8;VIAS GmbH;RB10;44
454107378863853358-2411080058-20;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(M) Flughafen Fernbf|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35886;8;2024-11-08 01:56:00;2024-11-08 02:32:00;;;36;DB Regio AG;S8;44
-5851721557238592488-2411071944-6;Mainz Hbf;8000240;Amsterdam Centraal;Amsterdam Centraal|Utrecht Centraal|Köln Hbf|Bonn-Beuel|Koblenz Hbf;NJ;403;;2024-11-08 01:40:00;2024-11-08 02:22:00;;;42;ÖBB;Amsterdam Centraal-Mainz Hbf;44
5080793098696004075-2411080028-20;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(M) Flughafen Fernbf|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35884;8;2024-11-08 01:26:00;2024-11-08 02:03:00;;;37;DB Regio AG;S8;44
7582314568044505717-2411071944-6;Mainz Hbf;8000240;Amsterdam Centraal;Amsterdam Centraal|Utrecht Centraal|Köln Hbf|Bonn-Beuel|Koblenz Hbf;IC;60403;;2024-11-08 01:40:00;2024-11-08 02:22:00;;;42;DB Fernverkehr AG;Amsterdam Centraal-Mainz Hbf;44
-586348946242638825-2411010612-9;Mainz Hbf;8000240;Hamburg Dammtor;Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Lüneburg|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe|Frankfurt(Main)Hbf;ICE;277;;2024-11-01 10:40:00;2024-11-01 10:38:00;2024-11-01 09:14:00;p;-2;DB Fernverkehr AG;Hamburg Dammtor-Mainz Hbf;43
-5936404401169525278-2410271853-3;Wiesbaden Hbf;8000250;Düsseldorf Hbf;Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12;ICE;615;;2024-10-27 20:20:00;2024-10-27 20:14:00;;;-6;DB Fernverkehr AG;Düsseldorf Hbf-Wiesbaden Hbf;43
2300319620733240881-2410271928-25;Wiesbaden Hbf;8000250;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater|Mainz Hbf|Mainz Nord|Wiesbaden Ost;S;35864;8;2024-10-27 20:44:00;2024-10-27 20:43:00;;;-1;DB Regio AG;S8;43
8001210247352558089-2410271858-32;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Griesheim|Frankfurt-Nied|Frankfurt-Höchst|Frankfurt-Höchst Farbwerke|Frankfurt-Sindlingen|Hattersheim(Main)|Eddersheim|Flörsheim(Main)|Hochheim(Main)|Mainz-Kastel|Wiesbaden Ost;S;35162;1;2024-10-27 20:23:00;2024-10-27 20:26:00;;;3;DB Regio AG;S1;43
-6817269415809298934-2411010948-13;Mainz Hbf;8000240;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Frankenthal Süd|Frankenthal Hbf|Worms Hbf|Osthofen|Guntersblum|Oppenheim|Nierstein|Bodenheim|Mainz Römisches Theater;N;12212;SE14;2024-11-01 10:48:00;2024-11-01 10:48:00;;;0;DB Regio AG;SE14;43
-9171244078081665846-2410271847-18;Wiesbaden Hbf;8000250;Aschaffenburg Hbf;Aschaffenburg Hbf|Mainaschaff|Stockstadt(Main)|Babenhausen(Hess)|Hergershausen|Altheim(Hess)|Dieburg|Messel|Darmstadt-Kranichstein|Darmstadt Nord|Darmstadt Hbf|Weiterstadt|Klein Gerau|Groß Gerau|Nauheim(b Gr.Gerau)|Mainz-Bischofsheim|Mainz-Kastel;HLB;28730;RB75;2024-10-27 20:28:00;2024-10-27 20:33:00;;;5;Hessische Landesbahn;RB75;43
2254741710461219414-2410260748-4;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord;S;35819;8;2024-10-26 08:01:00;2024-10-26 08:02:00;;;1;DB Regio AG;S8;42
187228562521874005-2410260728-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35816;8;2024-10-26 08:26:00;2024-10-26 08:30:00;;;4;DB Regio AG;S8;42
-964144616931185373-2410260758-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35818;8;2024-10-26 08:56:00;2024-10-26 08:59:00;;;3;DB Regio AG;S8;42
2531696362398743035-2411011258-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35838;8;2024-11-01 13:56:00;2024-11-01 14:02:00;;;6;DB Regio AG;S8;43
7826098740579508441-2411011238-4;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Hochheim(Main);N;12217;SE14;2024-11-01 13:10:00;2024-11-01 13:10:00;;;0;DB Regio AG;SE14;43
-1634000951474370148-2411070438-8;Wiesbaden Hbf;8000250;Darmstadt Hbf;Darmstadt Hbf|Weiterstadt|Klein Gerau|Groß Gerau|Nauheim(b Gr.Gerau)|Mainz-Bischofsheim|Mainz-Kastel;HLB;28700;RB75;2024-11-07 05:28:00;2024-11-07 05:30:00;;;2;Hessische Landesbahn;RB75;44
2686007473625185344-2411070001-10;Wiesbaden Hbf;8000250;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Günzburg|Ulm Hbf|Stuttgart Hbf|Heidelberg Hbf|Mannheim Hbf|Mainz Hbf;ICE;618;;2024-11-07 05:29:00;2024-11-07 05:30:00;;;1;DB Fernverkehr AG;München Hbf-Wiesbaden Hbf;44
3190817294250344875-2411070449-8;Wiesbaden Hbf;8000250;Kelsterbach;Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Kastel|Wiesbaden Ost;S;29004;9;2024-11-07 05:19:00;2024-11-07 05:26:00;;;7;DB Regio AG;S9;44
-12730430947485250-2411031318-4;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord;S;35841;8;2024-11-03 13:31:00;2024-11-03 13:30:00;;;-1;DB Regio AG;S8;44
2531696362398743035-2411031258-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35838;8;2024-11-03 13:56:00;2024-11-03 14:00:00;;;4;DB Regio AG;S8;44
6013213540626996483-2411031552-6;Frankfurt(Main)Hbf;8000105;Essen Hbf;Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12|Frankfurt(M) Flughafen Fernbf;ICE;725;;2024-11-03 17:48:00;2024-11-03 18:00:00;;;12;DB Fernverkehr AG;Essen Hbf-Frankfurt(Main)Hbf;44
-4180678682568223847-2411031513-6;Mainz Hbf;8000240;Alzey;Alzey|Armsheim|Wörrstadt|Saulheim|Nieder Olm;RE;29223;13;2024-11-03 15:55:00;2024-11-03 15:58:00;;;3;DB Regio AG;RE13;44
244698461933490290-2411031428-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35844;8;2024-11-03 15:26:00;2024-11-03 15:44:00;;;18;DB Regio AG;S8;44
8327715618542762945-2411031251-13;Mainz Hbf;8000240;Saarbrücken Hbf;Saarbrücken Hbf|Neunkirchen(Saar)Hbf|St Wendel|Türkismühle|Neubrücke(Nahe)|Idar-Oberstein|Kirn|Bad Sobernheim|Staudernheim|Bad Münster a Stein|Bad Kreuznach|Ingelheim;RE;29519;3;2024-11-03 15:06:00;2024-11-03 15:06:00;;;0;DB Regio AG;RE3;44
4482127481897480733-2411031407-18;Mainz Hbf;8000240;Idar-Oberstein;Idar-Oberstein|Fischbach-Weierbach|Kirnsulzbach|Kirn|Hochstetten(Nahe)|Martinstein|Monzingen|Bad Sobernheim|Staudernheim|Norheim|Bad Münster a Stein|Bad Kreuznach|Gensingen-Horrweiler|Ockenheim|Gau Algesheim|Ingelheim|Heidesheim(Rheinhess);RB;29573;33;2024-11-03 15:34:00;2024-11-03 15:47:00;;;13;DB Regio AG;RB33;44
-586348946242638825-2411090605-8;Frankfurt(Main)Hbf;8000105;Hamburg Dammtor;Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Lüneburg|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe;ICE;277;;2024-11-09 10:00:00;2024-11-09 10:02:00;;;2;DB Fernverkehr AG;Hamburg Dammtor-Frankfurt(Main)Hbf;44
7826098740579508441-2410311238-4;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Hochheim(Main);N;12217;SE14;2024-10-31 13:10:00;2024-10-31 13:12:00;;;2;DB Regio AG;SE14;43
8949957879055955758-2410311207-18;Mainz Hbf;8000240;Idar-Oberstein;Idar-Oberstein|Fischbach-Weierbach|Kirnsulzbach|Kirn|Hochstetten(Nahe)|Martinstein|Monzingen|Bad Sobernheim|Staudernheim|Norheim|Bad Münster a Stein|Bad Kreuznach|Gensingen-Horrweiler|Ockenheim|Gau Algesheim|Ingelheim|Heidesheim(Rheinhess);RB;29569;33;2024-10-31 13:34:00;2024-10-31 13:39:00;;;5;DB Regio AG;RB33;43
-9209068509320941020-2411030801-26;Wiesbaden Hbf;8000250;Hanau Hbf;Hanau Hbf|Steinheim(Main)|Mühlheim(Main)-Dietesheim|Mühlheim(Main)|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Kastel|Wiesbaden Ost;S;35920;9;2024-11-03 09:19:00;2024-11-03 09:24:00;;;5;DB Regio AG;S9;44
-5936404401169525278-2411061853-3;Wiesbaden Hbf;8000250;Düsseldorf Hbf;Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12;ICE;615;;2024-11-06 20:20:00;2024-11-06 21:00:00;;;40;DB Fernverkehr AG;Düsseldorf Hbf-Wiesbaden Hbf;44
6126901332954732853-2410301846-26;Mainz Hbf;8000240;Hanau Hbf;Hanau Hbf|Steinheim(Main)|Mühlheim(Main)-Dietesheim|Mühlheim(Main)|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35862;8;2024-10-30 19:56:00;2024-10-30 20:01:00;;;5;DB Regio AG;S8;43
5484076615900452471-2411062005-5;Wiesbaden Hbf;8000250;Niedernhausen(Taunus);Niedernhausen(Taunus)|Auringen-Medenbach|Wiesbaden-Igstadt|Wiesbaden-Erbenheim;HLB;25667;RB21;2024-11-06 20:28:00;2024-11-06 20:31:00;;;3;Hessische Landesbahn;RB21;44
-8454454517290803659-2411021827-15;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;Hamburg-Altona|Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Bremen Hbf|Osnabrück Hbf|Münster(Westf)Hbf|Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;2417;;2024-11-03 00:04:00;2024-11-03 00:15:00;;;11;DB Fernverkehr AG;Hamburg-Altona-Frankfurt(Main)Hbf;44
4067520104924330339-2410301838-4;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Hochheim(Main);N;12229;SE14;2024-10-30 19:10:00;2024-10-30 19:28:00;;;18;DB Regio AG;SE14;43
-7953581693064720786-2411021905-6;Frankfurt(Main)Hbf;8000105;Paris Est;Paris Est|Forbach(F)|Saarbrücken Hbf|Kaiserslautern Hbf|Mannheim Hbf;TGV;9559;;2024-11-03 00:05:00;2024-11-02 23:55:00;;;-10;SNCF;Paris Est-Frankfurt(Main)Hbf;43
5937263210931922263-2410301816-26;Mainz Hbf;8000240;Hanau Hbf;Hanau Hbf|Steinheim(Main)|Mühlheim(Main)-Dietesheim|Mühlheim(Main)|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35860;8;2024-10-30 19:26:00;2024-10-30 19:36:00;;;10;DB Regio AG;S8;43
-4445179948985428118-2411062019-8;Wiesbaden Hbf;8000250;Kelsterbach;Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Kastel|Wiesbaden Ost;S;29066;9;2024-11-06 20:49:00;2024-11-06 21:24:00;;;35;DB Regio AG;S9;44
